,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
AADAC,0.024210430123193696,-0.2367903205266686,-0.10791368457222118,-0.31340116929048417,-0.008134871210122739,-0.10157643971218683,-0.07398850350761312,-0.09987722767463912,-0.05485263649480322,0.05824086817878375,-0.05470061595967483,-0.056931163539215686,-0.03586150649828912
AADACL2,-0.009100791846713458,0.023881048965015698,-0.016883580814061466,0.06508785294824829,-0.004510833271739906,-0.06784137789129394,0.03723161248315379,-0.0042761048183193855,-0.11217185435440326,0.04052534043390449,0.007266653764370266,-0.11908287710884725,-0.08244745051939775
AADACL2-AS1,0.022304372768147084,-0.0002107688316912261,0.021403287870498052,0.00591858890709614,0.5052872218345904,-0.13527569606989773,0.09057274226042313,0.008602418965971411,0.3906392485344315,0.05381124828625642,0.036315239315360556,-0.060251451932514716,-0.01327151138642062
AADACL3,0.029113128865277185,0.022142182849338266,-0.030596906513307248,0.00482579076020964,-0.16249262450804852,0.015276737000886614,0.025474740158303727,-0.006584960908896023,-0.005145676609132779,0.05108987230753181,-0.002373773532339809,0.03242316639796936,-0.014300732495994633
AADACL4,0.15314365888123851,-0.008364412067995987,-0.008986420446821438,0.18844185664153604,0.02067878132518672,0.013798975525083116,0.04028076838401146,0.04979512549712815,-0.10099779976924897,-0.03662314187065147,-0.010102239760740653,-0.009331232639224404,0.050123765334791306
AADACP1,-0.060850210086285376,-0.010986276097251665,-0.02230458929082773,0.016446009026917202,0.04077525654863451,-0.015512339315899999,0.001591840487872497,-0.0483875179330731,0.07330397064044232,0.03246347721482908,-0.033021549972647314,-0.15845850923949772,-0.05985363768599037
AADAT,0.005323423875126835,0.03421979726516024,-0.018704749240007184,-0.12503521074060575,-0.05295573544753056,0.0031653711347264806,0.0037170115849393206,0.032505384048661205,0.03501737254735531,-0.04213082321473774,0.07111853548904518,0.026150790483208206,-0.040293708940307794
AAED1,0.09981122693824541,0.22665077458323776,0.20491617782543933,-0.04754509127991981,-0.20037425293043634,-0.2020784493594074,0.07910843133458016,-0.030323136637875964,-0.3988018836555612,-0.2049648215351397,0.006030755333853051,-0.1060043113405961,-0.003921864606034819
AAGAB,-0.14952579214445086,0.0004213746650801698,0.008930853295203019,-0.028134970827780652,-0.5060278787977353,-0.06459500366115528,-0.02644518517064169,0.4393117037471167,-0.06955511443704092,0.16494511577914628,0.0669181757219853,-0.0768237001857311,0.569483397655618
AAK1,0.1378486663399845,0.027828038747169378,0.016287830884716793,0.3066596896303714,-0.33965690755508743,0.051344500452439795,0.17297461364941993,0.05096876579469678,1.1131731825468498,0.20422894341293596,0.015052368977569041,-0.11037291763046918,-0.005328098678915238
AAMDC,-0.005651491803200653,0.08086640172937082,-0.03938270674988003,-0.4743911300011046,0.001599898003184321,0.004998451311921433,0.14447983666795722,-0.34254230801952124,-0.6966390302850705,0.008880299492671707,-0.0016330013947381402,0.45890940608592323,-0.13477317663835353
AAMP,-0.2334513987744248,-0.15483495683591614,0.01720229868991709,-0.06955703882701175,0.020486751463531884,-0.0008063879990000454,-0.2842623662480546,0.10175196603577644,-0.2833949500712691,0.2725419779181458,-0.010542070782775387,-0.03302296211458403,-0.017617716081201995
AANAT,0.0030641677057294163,-0.00763677419098553,0.0956921382946995,0.21844740306257318,0.21418187781151998,-0.05873300982823334,0.06519638057962791,0.009885862265578069,0.05002581458810023,0.0004784729719376589,-0.016491770067180583,0.04518871780837666,0.033408949522606396
AAR2,-0.12842445308068204,0.001958008016661894,-0.15749428974804627,-0.04551394225099479,0.03808266327798754,0.22625344662837604,-0.0011823227596690648,-0.026853015903450485,-0.007139339804893634,0.026121726822319585,0.01464667973652968,-0.0010151388156444641,0.37738674276213235
AARD,0.21161921080202095,0.03662515403795133,-0.0018158739796322596,0.0025042121568785427,0.31675375634029423,0.0054667839008663306,-0.005602228777085015,-0.0034197110189013585,-0.029442737872455445,-0.03603292285365312,-0.0060166102307238935,-0.007963696474238129,0.0018931251534626563
AARS,-0.24075896408731978,-0.05579522415694412,0.06869175916842296,-0.11395403614212873,-0.05760668121342222,0.0016399007979355444,0.027830223371900106,-0.00734425772629263,0.027430103887279973,0.4628920834889626,-0.0036679281292829684,0.007997939134320389,-0.0036611631715955774
AARS2,-0.0015043112750461939,-0.12894843899962696,-0.0009485654730534953,0.3281583876470958,0.24294089832181534,-0.14221087675975666,0.016343309584075927,0.028482422002743375,0.4027248950365021,0.033973611383977066,0.050809685850231365,-0.13054991498686097,-0.12078124268287052
