,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
BEND7,-0.0023663246091952003,-0.14061649276731883,0.0048025954674048525,0.004972274498147502,-0.03393595704681372,0.5378525746378089,-0.23483980203120036,-0.31436346508857604,-0.01413777892023067,0.06350296838386588,0.10784939260764116,-0.049464450989868555,0.07963056164234514
PRPF18,-0.002369641461083485,-0.14059758135135056,0.00479356299790997,0.004970732267707846,-0.0338945104004311,0.5379645484189552,-0.2347170520042604,-0.31416884812042445,-0.014162899151416093,0.06355152404103989,0.10785070380415539,-0.049512841253884665,0.07957147387568504
AL157392.5,-0.002369641461083485,-0.14059758135135056,0.00479356299790997,0.004970732267707846,-0.0338945104004311,0.5379645484189552,-0.2347170520042604,-0.31416884812042445,-0.014162899151416093,0.06355152404103989,0.10785070380415539,-0.049512841253884665,0.07957147387568504
FRMD4A,-0.002369641461083485,-0.14059758135135056,0.00479356299790997,0.004970732267707846,-0.0338945104004311,0.5379645484189552,-0.2347170520042604,-0.31416884812042445,-0.014162899151416093,0.06355152404103989,0.10785070380415539,-0.049512841253884665,0.07957147387568504
FAM107B,-0.0027687611149349455,-0.14020166358757438,0.004463484777074354,0.0050075500013846645,-0.035081074116192316,0.5381033663431258,-0.23591837624954684,-0.31349679238964184,-0.013658985373898182,0.0647762694841196,0.1090935209693863,-0.04930717623746112,0.08090308721708293
CDNF,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
HSPA14,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
SUV39H2,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
DCLRE1C,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
MEIG1,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
OLAH,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
ACBD7,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
RPP38,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
NMT2,-0.00303020516253765,-0.14028074148017666,0.0042081220821358215,0.004984313649469444,-0.03569452165788012,0.538116906773945,-0.23644518931042727,-0.31282098033364253,-0.013519118381707192,0.06580797532885838,0.11009028277721078,-0.04902414474712234,0.08184341300060272
